connectivity_threshold,sampling_time,object types for selection,file path,sampling algo,sampling ratio
0.5,30.278008460998535,"['Purchase Order', 'Invoice', 'Goods Receipt', 'Payment']",data/02_p2p.xml,AB,0.05
